as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-14T06:11:16.463482+00:00,1,60,39.9,90250,14950,7.2,29,360,a,
2026-09-14T06:11:16.463482+00:00,2,49,0.1,56,189,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,3,49,0.0,29,75,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,4,80,23.6,14082,33547,6.0,24,360,a,
2026-09-14T06:11:16.463482+00:00,5,65,0.1,5753,718,0.2,1,45,a,100
2026-09-14T06:11:16.463482+00:00,6,59,0.2,178,801,0.0,0,0,i,0
2026-09-14T06:11:16.463482+00:00,7,55,0.6,1098,3735,2.2,9,271,a,
2026-09-14T06:11:16.463482+00:00,8,58,49.8,94655,17377,7.0,28,326,a,
2026-09-14T06:11:16.463482+00:00,9,53,1.0,877,6399,0.5,2,32,a,
2026-09-14T06:11:16.463482+00:00,10,55,7.0,11311,70636,5.2,21,315,a,100
2026-09-14T06:11:16.463482+00:00,11,54,2.2,72,30292,3.0,12,168,d,50
2026-09-14T06:11:16.463482+00:00,12,95,11.8,49659,16185,7.5,30,336,a,
2026-09-14T06:11:16.463482+00:00,13,74,12.8,8264,25465,4.8,19,321,a,
2026-09-14T06:11:16.463482+00:00,14,63,1.1,832,6756,0.8,3,68,a,
2026-09-14T06:11:16.463482+00:00,15,67,18.9,100181,31950,6.8,27,305,a,
2026-09-14T06:11:16.463482+00:00,16,63,0.2,172,1425,0.5,2,23,a,
2026-09-14T06:11:16.463482+00:00,17,58,0.4,416,2553,0.8,3,51,a,
2026-09-14T06:11:16.463482+00:00,18,63,0.1,0,646,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,19,53,0.6,472,3322,1.0,4,59,a,
2026-09-14T06:11:16.463482+00:00,20,53,0.1,128,393,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,21,49,0.0,15,241,0.0,0,0,i,0
2026-09-14T06:11:16.463482+00:00,22,54,0.0,0,58,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,23,55,0.0,0,34,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,24,55,0.0,0,18,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,25,72,3.5,1165,20173,0.2,1,12,a,
2026-09-14T06:11:16.463482+00:00,26,76,8.0,29540,29071,4.2,17,347,a,
2026-09-14T06:11:16.463482+00:00,27,59,0.2,0,933,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,28,50,5.1,7149,19160,1.8,7,270,a,
2026-09-14T06:11:16.463482+00:00,29,45,0.1,137,396,0.2,1,90,a,
2026-09-14T06:11:16.463482+00:00,30,45,0.1,0,175,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,31,45,17.6,111502,14219,2.8,11,191,a,
2026-09-14T06:11:16.463482+00:00,32,45,5.7,364,44333,1.8,7,251,d,75
2026-09-14T06:11:16.463482+00:00,33,45,0.4,874,1471,1.8,7,171,a,
2026-09-14T06:11:16.463482+00:00,34,45,0.4,167,2513,0.8,3,187,d,75
2026-09-14T06:11:16.463482+00:00,35,50,0.1,189,340,0.2,1,16,a,
2026-09-14T06:11:16.463482+00:00,36,45,0.8,477,8773,2.2,9,335,d,25
2026-09-14T06:11:16.463482+00:00,37,45,0.3,875,827,1.8,7,360,a,
2026-09-14T06:11:16.463482+00:00,38,40,1.6,2923,4378,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,39,40,0.1,0,397,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,40,77,36.4,243168,11234,6.8,27,347,a,
2026-09-14T06:11:16.463482+00:00,41,59,1.0,1072,6891,2.2,9,311,a,
2026-09-14T06:11:16.463482+00:00,42,55,0.0,111,305,0.5,2,54,a,
2026-09-14T06:11:16.463482+00:00,43,59,1.6,2654,7400,2.5,10,312,a,100
2026-09-14T06:11:16.463482+00:00,44,54,0.1,0,623,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,45,54,2.3,4665,6375,2.8,11,351,a,
2026-09-14T06:11:16.463482+00:00,46,50,0.3,649,1119,2.2,9,302,a,
2026-09-14T06:11:16.463482+00:00,47,50,0.3,605,1514,2.2,9,360,a,100
2026-09-14T06:11:16.463482+00:00,48,49,0.0,25,74,0.0,0,0,i,0
2026-09-14T06:11:16.463482+00:00,49,50,0.0,0,8,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,50,45,0.6,831,2395,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,51,45,1.3,5046,4895,2.0,8,279,a,
2026-09-14T06:11:16.463482+00:00,52,50,0.0,514,156,2.0,8,87,a,
2026-09-14T06:11:16.463482+00:00,53,59,0.1,543,346,0.2,1,27,a,100
2026-09-14T06:11:16.463482+00:00,54,55,0.0,156,84,-0.5,-2,39,a,100
2026-09-14T06:11:16.463482+00:00,55,78,2.9,0,13562,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,56,55,0.2,692,762,0.8,3,69,a,100
2026-09-14T06:11:16.463482+00:00,57,45,3.2,2043,7673,1.8,7,360,a,
2026-09-14T06:11:16.463482+00:00,58,40,3.5,6552,4009,0.0,0,0,a,
2026-09-14T06:11:16.463482+00:00,59,40,0.1,0,348,0.0,0,0,u,0
2026-09-14T06:11:16.463482+00:00,60,55,0.8,1006,3094,2.0,8,360,a,
