as_of_utc,player_id,field,old,new
2026-08-30T12:49:38.446597+00:00,97,status,a,d
2026-08-30T12:49:38.446597+00:00,97,news,,Unspecified injury - 75% chance of playing
2026-08-30T12:49:38.446597+00:00,97,news_added,,2026-08-30T12:30:08.176795Z
2026-08-30T12:49:38.446597+00:00,97,chance_of_playing_next_round,,75
2026-08-30T12:49:38.446597+00:00,97,ep_next,3.0,2.2
2026-08-30T12:49:38.446597+00:00,159,status,d,a
2026-08-30T12:49:38.446597+00:00,159,news,Unspecified injury - 75% chance of playing,
2026-08-30T12:49:38.446597+00:00,159,chance_of_playing_next_round,75,100
2026-08-30T12:49:38.446597+00:00,331,status,d,a
2026-08-30T12:49:38.446597+00:00,331,news,Hamstring injury - 75% chance of playing,
2026-08-30T12:49:38.446597+00:00,331,chance_of_playing_next_round,75,100
2026-08-30T12:49:38.446597+00:00,341,status,d,a
2026-08-30T12:49:38.446597+00:00,341,news,Hamstring injury - 75% chance of playing,
2026-08-30T12:49:38.446597+00:00,341,chance_of_playing_next_round,75,100
