as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-30T00:15:00.393961+00:00,1,60,38.3,21538,19405,3.0,6,90,a,
2026-08-30T00:15:00.393961+00:00,2,50,0.1,93,159,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,3,50,0.0,20,53,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,4,80,28.7,7226,36418,2.5,5,90,a,
2026-08-30T00:15:00.393961+00:00,5,65,0.1,101,484,0.0,0,0,i,0
2026-08-30T00:15:00.393961+00:00,6,60,0.3,299,1165,0.0,0,0,i,0
2026-08-30T00:15:00.393961+00:00,7,55,0.7,1220,1400,1.5,3,90,a,
2026-08-30T00:15:00.393961+00:00,8,56,41.7,33207,12020,4.5,9,80,a,
2026-08-30T00:15:00.393961+00:00,9,54,1.5,1030,3206,0.5,1,9,a,
2026-08-30T00:15:00.393961+00:00,10,55,6.9,16167,11809,5.5,11,90,a,100
2026-08-30T00:15:00.393961+00:00,11,55,5.6,1944,9933,3.0,6,90,a,
2026-08-30T00:15:00.393961+00:00,12,95,10.4,6486,10411,4.5,9,67,a,
2026-08-30T00:15:00.393961+00:00,13,75,16.5,3718,28431,1.5,3,67,a,
2026-08-30T00:15:00.393961+00:00,14,64,1.7,1503,4595,0.5,1,14,a,
2026-08-30T00:15:00.393961+00:00,15,66,11.9,19598,10180,5.5,11,75,a,
2026-08-30T00:15:00.393961+00:00,16,64,0.3,336,788,0.5,1,22,a,
2026-08-30T00:15:00.393961+00:00,17,59,0.6,673,2058,0.5,1,14,a,
2026-08-30T00:15:00.393961+00:00,18,64,0.2,282,681,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,19,54,0.9,685,2325,0.5,1,22,a,
2026-08-30T00:15:00.393961+00:00,20,54,0.1,175,291,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,21,50,0.1,20,362,0.0,0,0,i,0
2026-08-30T00:15:00.393961+00:00,22,54,0.0,34,48,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,23,55,0.0,37,30,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,24,55,0.0,4,77,0.0,0,0,u,0
2026-08-30T00:15:00.393961+00:00,25,74,6.4,1534,16637,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,26,75,7.5,12113,11859,3.0,6,90,a,
2026-08-30T00:15:00.393961+00:00,27,60,0.3,737,962,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,28,50,4.1,8576,6483,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,29,45,0.1,326,189,0.5,1,90,a,
2026-08-30T00:15:00.393961+00:00,30,45,0.1,0,467,0.0,0,0,u,0
2026-08-30T00:15:00.393961+00:00,31,45,10.6,15679,23500,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,32,45,7.5,3098,9018,-0.5,-1,90,a,
2026-08-30T00:15:00.393961+00:00,33,45,0.4,426,402,0.5,1,16,a,
2026-08-30T00:15:00.393961+00:00,34,45,0.4,263,484,0.0,0,73,a,
2026-08-30T00:15:00.393961+00:00,35,50,0.1,117,154,0.5,1,16,a,
2026-08-30T00:15:00.393961+00:00,36,45,0.7,460,892,0.0,0,81,a,
2026-08-30T00:15:00.393961+00:00,37,45,0.3,236,372,-1.0,-2,90,a,
2026-08-30T00:15:00.393961+00:00,38,40,1.7,1858,1823,0.0,0,0,a,
2026-08-30T00:15:00.393961+00:00,39,40,0.2,0,764,0.0,0,0,u,0
2026-08-30T00:15:00.393961+00:00,40,75,26.0,30038,30372,4.0,8,81,a,
2026-08-30T00:15:00.393961+00:00,41,60,1.2,1466,2868,1.0,2,85,a,
