as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-29T18:24:25.426527+00:00,1,60,38.3,17219,15943,3.0,6,90,a,
2026-08-29T18:24:25.426527+00:00,2,50,0.1,74,124,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,3,50,0.0,18,40,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,4,80,28.7,5940,30972,2.5,5,90,a,
2026-08-29T18:24:25.426527+00:00,5,65,0.1,82,398,0.0,0,0,i,0
2026-08-29T18:24:25.426527+00:00,6,60,0.3,248,984,0.0,0,0,i,0
2026-08-29T18:24:25.426527+00:00,7,55,0.7,1078,1163,1.5,3,90,a,
2026-08-29T18:24:25.426527+00:00,8,56,41.7,27431,9624,4.5,9,80,a,
2026-08-29T18:24:25.426527+00:00,9,54,1.5,877,2666,0.5,1,9,a,
2026-08-29T18:24:25.426527+00:00,10,55,6.9,13264,9547,5.5,11,90,a,100
2026-08-29T18:24:25.426527+00:00,11,55,5.6,1632,8445,3.0,6,90,a,
2026-08-29T18:24:25.426527+00:00,12,95,10.4,5273,8760,4.5,9,67,a,
2026-08-29T18:24:25.426527+00:00,13,75,16.6,3153,24609,1.5,3,67,a,
2026-08-29T18:24:25.426527+00:00,14,64,1.7,1298,3828,0.5,1,14,a,
2026-08-29T18:24:25.426527+00:00,15,66,11.9,16787,8407,5.5,11,75,a,
2026-08-29T18:24:25.426527+00:00,16,64,0.3,296,651,0.5,1,22,a,
2026-08-29T18:24:25.426527+00:00,17,59,0.6,579,1745,0.5,1,14,a,
2026-08-29T18:24:25.426527+00:00,18,64,0.2,246,575,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,19,54,0.9,566,1965,0.5,1,22,a,
2026-08-29T18:24:25.426527+00:00,20,54,0.1,157,247,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,21,50,0.1,17,311,0.0,0,0,i,0
2026-08-29T18:24:25.426527+00:00,22,55,0.0,24,37,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,23,55,0.0,27,23,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,24,55,0.0,4,63,0.0,0,0,u,0
2026-08-29T18:24:25.426527+00:00,25,74,6.5,1318,13823,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,26,75,7.5,10573,9857,3.0,6,90,a,
2026-08-29T18:24:25.426527+00:00,27,60,0.3,621,798,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,28,50,4.1,7052,5300,0.0,0,0,a,
2026-08-29T18:24:25.426527+00:00,29,45,0.1,251,135,0.5,1,90,a,
2026-08-29T18:24:25.426527+00:00,30,45,0.1,0,399,0.0,0,0,u,0
2026-08-29T18:24:25.426527+00:00,31,45,10.6,13179,18390,0.0,0,0,a,
