as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-04T00:56:59.827335+00:00,1,60,37.7,164345,178521,6.0,12,180,a,
2026-09-04T00:56:59.827335+00:00,2,50,0.1,529,1032,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,3,50,0.0,149,390,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,4,80,25.8,39807,272290,6.5,13,180,a,
2026-09-04T00:56:59.827335+00:00,5,65,0.1,473,2161,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,6,60,0.2,1025,4986,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,7,55,0.7,7525,10970,3.0,6,160,a,
2026-09-04T00:56:59.827335+00:00,8,57,44.1,412986,91767,10.0,20,170,a,
2026-09-04T00:56:59.827335+00:00,9,54,1.2,4089,29579,0.5,1,9,a,
2026-09-04T00:56:59.827335+00:00,10,55,7.2,132303,88923,9.0,18,180,a,100
2026-09-04T00:56:59.827335+00:00,11,55,4.8,12401,78772,6.0,12,168,a,
2026-09-04T00:56:59.827335+00:00,12,95,10.7,108247,78693,10.0,20,157,a,
2026-09-04T00:56:59.827335+00:00,13,75,14.6,18629,199990,4.0,8,151,a,
2026-09-04T00:56:59.827335+00:00,14,64,1.5,6896,33654,1.0,2,59,a,
2026-09-04T00:56:59.827335+00:00,15,66,11.1,100990,135142,7.0,14,145,a,
2026-09-04T00:56:59.827335+00:00,16,63,0.3,1051,6593,0.5,1,22,a,
2026-09-04T00:56:59.827335+00:00,17,59,0.5,2758,12226,1.0,2,33,a,
2026-09-04T00:56:59.827335+00:00,18,63,0.2,1107,5148,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,19,54,0.8,3225,16477,1.0,2,27,a,
2026-09-04T00:56:59.827335+00:00,20,54,0.1,555,1728,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,21,49,0.1,145,1877,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,22,54,0.0,157,345,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,23,55,0.0,175,247,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,24,55,0.0,4,271,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,25,73,4.9,7137,159073,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,26,75,6.9,61021,109394,4.0,8,180,a,
2026-09-04T00:56:59.827335+00:00,27,59,0.3,2250,9212,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,28,50,4.4,58662,46272,1.0,2,90,a,
2026-09-04T00:56:59.827335+00:00,29,45,0.1,2028,1974,0.5,1,90,a,
2026-09-04T00:56:59.827335+00:00,30,45,0.1,0,1875,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,31,44,10.6,195720,163982,0.5,1,11,a,
2026-09-04T00:56:59.827335+00:00,32,45,7.1,32215,63154,0.5,1,167,a,
2026-09-04T00:56:59.827335+00:00,33,45,0.4,2300,4123,0.5,1,16,a,
2026-09-04T00:56:59.827335+00:00,34,45,0.4,3986,3490,1.0,2,163,a,
2026-09-04T00:56:59.827335+00:00,35,50,0.1,827,1086,0.5,1,16,a,
2026-09-04T00:56:59.827335+00:00,36,45,0.8,8309,6937,0.5,1,171,a,
2026-09-04T00:56:59.827335+00:00,37,45,0.3,2619,2495,0.0,0,180,a,
2026-09-04T00:56:59.827335+00:00,38,40,1.8,13544,14111,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,39,40,0.2,0,3433,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,40,75,24.5,183664,249329,6.5,13,171,a,
2026-09-04T00:56:59.827335+00:00,41,60,1.2,13958,19098,2.0,4,175,a,
2026-09-04T00:56:59.827335+00:00,42,55,0.0,467,837,1.0,2,54,a,
2026-09-04T00:56:59.827335+00:00,43,59,2.0,10788,42601,3.0,6,156,a,100
2026-09-04T00:56:59.827335+00:00,44,54,0.1,1045,2798,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,45,54,2.5,12746,36281,1.0,2,171,a,
2026-09-04T00:56:59.827335+00:00,46,50,0.3,4509,3314,2.0,4,150,a,
2026-09-04T00:56:59.827335+00:00,47,50,0.3,4288,4883,2.0,4,180,a,100
2026-09-04T00:56:59.827335+00:00,48,50,0.0,127,505,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,49,50,0.0,0,60,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,50,45,0.7,7393,7776,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,51,45,1.0,28446,11486,2.0,4,160,a,
2026-09-04T00:56:59.827335+00:00,52,50,0.0,696,780,0.5,1,27,a,
2026-09-04T00:56:59.827335+00:00,53,59,0.1,298,4548,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,54,55,0.0,75,1022,-1.0,-2,39,s,0
2026-09-04T00:56:59.827335+00:00,55,78,4.8,4250,250816,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,56,55,0.1,3635,2307,0.5,1,19,a,100
2026-09-04T00:56:59.827335+00:00,57,45,3.4,37331,27856,2.5,5,180,a,
2026-09-04T00:56:59.827335+00:00,58,40,3.4,29965,16931,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,59,40,0.2,0,2458,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,60,55,0.9,5797,9299,2.5,5,180,a,
2026-09-04T00:56:59.827335+00:00,61,55,3.8,9961,33392,2.5,5,180,a,
2026-09-04T00:56:59.827335+00:00,62,50,0.2,1526,3438,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,63,50,0.0,75,211,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,64,45,0.1,1385,1696,1.0,2,180,a,
2026-09-04T00:56:59.827335+00:00,65,45,0.0,80,324,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,66,40,0.3,4987,2010,0.0,0,0,a,100
2026-09-04T00:56:59.827335+00:00,67,65,2.3,9588,49219,2.0,4,178,a,
2026-09-04T00:56:59.827335+00:00,68,60,2.3,22879,39474,5.5,11,180,a,
2026-09-04T00:56:59.827335+00:00,69,60,1.9,47364,14721,7.0,14,176,a,
2026-09-04T00:56:59.827335+00:00,70,60,1.1,8650,19098,3.0,6,154,a,
2026-09-04T00:56:59.827335+00:00,71,50,0.2,5578,3195,3.0,6,143,a,
2026-09-04T00:56:59.827335+00:00,72,50,0.1,332,1304,0.5,1,1,a,
2026-09-04T00:56:59.827335+00:00,73,50,0.2,4834,4128,1.0,2,36,a,100
2026-09-04T00:56:59.827335+00:00,74,50,0.1,1056,839,0.5,1,9,a,100
2026-09-04T00:56:59.827335+00:00,75,50,0.0,869,427,0.5,1,3,a,100
2026-09-04T00:56:59.827335+00:00,76,50,0.0,99,197,0.5,1,15,a,
2026-09-04T00:56:59.827335+00:00,77,49,0.0,122,565,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,78,74,0.2,226,7049,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,79,60,3.2,58675,34866,4.5,9,154,a,
2026-09-04T00:56:59.827335+00:00,80,55,0.0,0,466,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,81,60,0.1,1270,1660,0.5,1,9,a,100
2026-09-04T00:56:59.827335+00:00,82,50,7.5,87606,47515,4.5,9,180,a,
2026-09-04T00:56:59.827335+00:00,83,45,0.1,781,1135,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,84,55,2.3,22679,16776,4.5,9,180,a,
2026-09-04T00:56:59.827335+00:00,85,49,0.1,106,2196,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,86,55,2.0,77932,20802,8.0,16,177,a,
2026-09-04T00:56:59.827335+00:00,87,45,5.2,119390,46600,5.5,11,180,a,
2026-09-04T00:56:59.827335+00:00,88,46,9.5,158750,65828,7.5,15,162,a,
2026-09-04T00:56:59.827335+00:00,89,45,0.2,488,1781,0.5,1,2,a,
2026-09-04T00:56:59.827335+00:00,90,45,0.1,562,750,1.0,2,16,a,
2026-09-04T00:56:59.827335+00:00,91,45,0.1,442,1035,0.5,1,12,a,
2026-09-04T00:56:59.827335+00:00,92,45,0.0,127,244,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,93,45,0.1,138,1177,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,94,60,4.2,94157,37195,6.5,13,177,a,
2026-09-04T00:56:59.827335+00:00,95,65,0.9,3480,22566,2.0,4,95,a,
2026-09-04T00:56:59.827335+00:00,96,55,0.5,2961,6119,2.0,4,82,a,
2026-09-04T00:56:59.827335+00:00,97,55,0.2,557,5328,3.0,6,66,d,75
2026-09-04T00:56:59.827335+00:00,98,50,0.6,24647,11268,5.0,10,180,a,
2026-09-04T00:56:59.827335+00:00,99,50,0.0,26,30,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,100,50,0.0,468,307,0.0,0,0,a,100
2026-09-04T00:56:59.827335+00:00,101,50,0.0,194,680,0.0,0,0,d,75
2026-09-04T00:56:59.827335+00:00,102,49,0.9,730,15421,1.0,2,44,a,
2026-09-04T00:56:59.827335+00:00,103,50,0.0,158,415,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,104,50,0.1,328,3112,1.0,2,90,a,
2026-09-04T00:56:59.827335+00:00,105,60,0.2,1371,2783,1.5,3,83,a,
2026-09-04T00:56:59.827335+00:00,106,80,14.3,52581,254250,1.0,2,172,a,
2026-09-04T00:56:59.827335+00:00,107,45,1.1,22601,11551,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,108,55,0.4,4641,6166,1.0,2,9,a,
2026-09-04T00:56:59.827335+00:00,109,45,21.7,202924,121956,3.0,6,180,a,
2026-09-04T00:56:59.827335+00:00,110,45,1.0,2187,13896,1.5,3,180,a,
2026-09-04T00:56:59.827335+00:00,111,40,4.3,47699,25532,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,112,49,7.5,15559,175177,1.0,2,180,a,
2026-09-04T00:56:59.827335+00:00,113,44,2.0,10248,25569,0.0,0,90,a,100
2026-09-04T00:56:59.827335+00:00,114,45,0.3,4804,3332,2.5,5,180,a,
2026-09-04T00:56:59.827335+00:00,115,47,16.2,645827,90226,8.5,17,167,a,
2026-09-04T00:56:59.827335+00:00,116,45,1.3,16152,11559,2.5,5,180,a,
2026-09-04T00:56:59.827335+00:00,117,45,0.0,219,247,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,118,45,0.1,444,1387,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,119,45,0.0,303,398,0.5,1,36,a,
2026-09-04T00:56:59.827335+00:00,120,50,0.1,727,858,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,121,60,0.0,118,851,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,122,59,0.0,78,1699,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,123,60,1.4,6057,86452,8.0,16,63,d,50
2026-09-04T00:56:59.827335+00:00,124,55,15.1,321033,83257,7.5,15,180,a,
2026-09-04T00:56:59.827335+00:00,125,55,0.8,4064,21570,2.5,5,90,d,75
2026-09-04T00:56:59.827335+00:00,126,55,0.1,879,1672,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,127,50,4.7,127732,45617,5.5,11,175,a,
2026-09-04T00:56:59.827335+00:00,128,50,0.0,0,84,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,129,54,0.5,1393,17036,1.0,2,63,d,75
2026-09-04T00:56:59.827335+00:00,130,50,0.5,11645,6814,3.5,7,156,a,
2026-09-04T00:56:59.827335+00:00,131,50,0.1,1563,4401,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,132,45,0.0,0,861,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,133,50,0.0,0,41,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,134,45,0.3,3017,3168,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,135,50,0.1,426,1300,0.5,1,12,a,
2026-09-04T00:56:59.827335+00:00,136,59,0.8,6845,20850,0.0,0,0,a,100
2026-09-04T00:56:59.827335+00:00,137,55,0.0,68,179,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,138,55,0.4,21853,4774,3.0,6,105,a,
2026-09-04T00:56:59.827335+00:00,139,50,0.0,465,626,0.0,0,0,i,0
2026-09-04T00:56:59.827335+00:00,140,49,1.5,1923,66277,1.0,2,90,u,0
2026-09-04T00:56:59.827335+00:00,141,50,0.0,0,240,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,142,55,8.2,24284,170350,0.5,1,112,a,
2026-09-04T00:56:59.827335+00:00,143,55,0.1,0,3189,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,144,50,1.1,8940,18001,1.0,2,165,a,
2026-09-04T00:56:59.827335+00:00,145,50,0.1,2353,1086,0.0,0,67,a,100
2026-09-04T00:56:59.827335+00:00,146,45,0.0,0,639,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,147,45,0.2,449,2090,0.0,0,0,a,
2026-09-04T00:56:59.827335+00:00,148,45,0.6,19338,8618,2.5,5,154,a,
2026-09-04T00:56:59.827335+00:00,149,50,1.3,6984,26724,0.5,1,161,a,
2026-09-04T00:56:59.827335+00:00,150,45,0.0,24,3005,0.0,0,0,u,0
2026-09-04T00:56:59.827335+00:00,151,45,0.4,4328,5728,2.0,4,112,a,
2026-09-04T00:56:59.827335+00:00,152,54,1.4,727,62650,0.0,0,0,d,75
2026-09-04T00:56:59.827335+00:00,153,45,0.1,1241,860,0.5,1,16,a,
2026-09-04T00:56:59.827335+00:00,154,96,18.4,324601,147236,10.0,20,172,a,100
2026-09-04T00:56:59.827335+00:00,155,69,3.4,24932,115909,0.5,1,25,a,
2026-09-04T00:56:59.827335+00:00,156,65,1.3,19402,16248,4.0,8,81,a,
