as_of_utc,player_id,field,old,new
2026-09-11T16:24:19.314738+00:00,53,status,i,d
2026-09-11T16:24:19.314738+00:00,53,news,Knee injury - Expected back 12 Sep,Knee injury - 50% chance of playing
2026-09-11T16:24:19.314738+00:00,53,chance_of_playing_next_round,0,50
2026-09-11T16:24:19.314738+00:00,84,status,d,i
2026-09-11T16:24:19.314738+00:00,84,news,Calf injury - 25% chance of playing,Calf injury - Unknown return date
2026-09-11T16:24:19.314738+00:00,84,chance_of_playing_next_round,25,0
2026-09-11T16:24:19.314738+00:00,84,ep_next,0.8,0.0
2026-09-11T16:24:19.314738+00:00,101,status,d,i
2026-09-11T16:24:19.314738+00:00,101,news,Wrist injury - 75% chance of playing,Wrist injury - Unknown return date
2026-09-11T16:24:19.314738+00:00,101,chance_of_playing_next_round,75,0
2026-09-11T16:24:19.314738+00:00,159,status,d,i
2026-09-11T16:24:19.314738+00:00,159,news,Calf injury - 75% chance of playing,Calf injury - Expected back 18 Sep
2026-09-11T16:24:19.314738+00:00,159,chance_of_playing_next_round,75,0
2026-09-11T16:24:19.314738+00:00,159,ep_next,0.2,0.0
2026-09-11T16:24:19.314738+00:00,170,status,d,i
2026-09-11T16:24:19.314738+00:00,170,news,Hamstring injury - 75% chance of playing,Hamstring injury - Expected back 18 Sep
2026-09-11T16:24:19.314738+00:00,170,chance_of_playing_next_round,75,0
2026-09-11T16:24:19.314738+00:00,656,now_cost,,40
2026-09-11T16:24:19.314738+00:00,656,status,,a
2026-09-11T16:24:19.314738+00:00,656,news,,
2026-09-11T16:24:19.314738+00:00,656,ep_next,,1.0
2026-09-11T16:24:19.314738+00:00,656,ep_this,,1.0
2026-09-11T16:24:19.314738+00:00,217,status,a,u
2026-09-11T16:24:19.314738+00:00,217,news,,Has joined Alverca on loan for the rest of the season
2026-09-11T16:24:19.314738+00:00,217,news_added,,2026-09-11T14:42:19.322912Z
2026-09-11T16:24:19.314738+00:00,217,chance_of_playing_next_round,,0
2026-09-11T16:24:19.314738+00:00,610,status,d,u
2026-09-11T16:24:19.314738+00:00,610,news,Unspecified injury - 75% chance of playing,has joined  Real Salt Lake on loan for the rest of the seaon.
2026-09-11T16:24:19.314738+00:00,610,chance_of_playing_next_round,75,0
2026-09-11T16:24:19.314738+00:00,296,status,a,u
2026-09-11T16:24:19.314738+00:00,296,news,,Has joined Omonoia FC permanently
2026-09-11T16:24:19.314738+00:00,296,news_added,,2026-09-11T14:42:38.120231Z
2026-09-11T16:24:19.314738+00:00,296,chance_of_playing_next_round,,0
2026-09-11T16:24:19.314738+00:00,310,status,i,a
2026-09-11T16:24:19.314738+00:00,310,news,Muscular injury - Unknown return date,
2026-09-11T16:24:19.314738+00:00,310,chance_of_playing_next_round,0,100
2026-09-11T16:24:19.314738+00:00,318,status,i,a
2026-09-11T16:24:19.314738+00:00,318,news,Ankle injury - Unknown return date,
2026-09-11T16:24:19.314738+00:00,318,chance_of_playing_next_round,0,100
2026-09-11T16:24:19.314738+00:00,423,status,a,d
2026-09-11T16:24:19.314738+00:00,423,news,,Unspecified injury - 75% chance of playing
2026-09-11T16:24:19.314738+00:00,423,news_added,,2026-09-11T13:00:09.030120Z
2026-09-11T16:24:19.314738+00:00,423,chance_of_playing_next_round,,75
2026-09-11T16:24:19.314738+00:00,423,ep_next,2.3,1.7
2026-09-11T16:24:19.314738+00:00,609,status,a,u
2026-09-11T16:24:19.314738+00:00,609,news,,has joined Arouca on loan for the rest of the seaon.
2026-09-11T16:24:19.314738+00:00,609,news_added,,2026-09-11T14:41:57.406766Z
2026-09-11T16:24:19.314738+00:00,609,chance_of_playing_next_round,,0
2026-09-11T16:24:19.314738+00:00,515,status,d,a
2026-09-11T16:24:19.314738+00:00,515,news,Shoulder injury - 75% chance of playing,
2026-09-11T16:24:19.314738+00:00,515,chance_of_playing_next_round,75,100
2026-09-11T16:24:19.314738+00:00,515,ep_next,0.2,0.3
