as_of_utc,player_id,field,old,new
2026-09-11T22:31:16.417367+00:00,63,news,Unspecified injury - Unknown return date,Thigh injury - Unknown return date
2026-09-11T22:31:16.417367+00:00,77,news,Unspecified injury - Unknown return date,Calf injury - Unknown return date
2026-09-11T22:31:16.417367+00:00,123,status,d,i
2026-09-11T22:31:16.417367+00:00,123,news,Unspecified injury - 50% chance of playing,Ankle injury - Expected back 10 Oct
2026-09-11T22:31:16.417367+00:00,123,chance_of_playing_next_round,50,0
2026-09-11T22:31:16.417367+00:00,123,ep_next,2.6,0.0
2026-09-11T22:31:16.417367+00:00,652,news,Hamstring injury - 50% chance of playing,Hamstring injury - 75% chance of playing
2026-09-11T22:31:16.417367+00:00,652,chance_of_playing_next_round,50,75
2026-09-11T22:31:16.417367+00:00,652,ep_next,1.0,1.5
2026-09-11T22:31:16.417367+00:00,239,status,d,a
2026-09-11T22:31:16.417367+00:00,239,news,Unspecified injury - 75% chance of playing,
2026-09-11T22:31:16.417367+00:00,239,chance_of_playing_next_round,75,100
2026-09-11T22:31:16.417367+00:00,239,ep_next,1.0,1.3
