as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-24T18:56:02.967697+00:00,1,60,37.9,33605,24696,6.0,6,90,a,
2026-08-24T18:56:02.967697+00:00,2,50,0.1,134,568,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,3,50,0.0,51,218,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,4,80,29.5,20698,39679,5.0,5,90,a,
2026-08-24T18:56:02.967697+00:00,5,65,0.1,190,1487,0.0,0,0,i,0
2026-08-24T18:56:02.967697+00:00,6,60,0.3,445,3464,0.0,0,0,i,0
2026-08-24T18:56:02.967697+00:00,7,55,0.7,4316,3204,3.0,3,90,a,
2026-08-24T18:56:02.967697+00:00,8,55,40.5,136943,12632,9.0,9,80,a,
2026-08-24T18:56:02.967697+00:00,9,55,1.7,1771,18452,1.0,1,9,a,
2026-08-24T18:56:02.967697+00:00,10,55,5.2,48222,6106,11.0,11,90,a,100
2026-08-24T18:56:02.967697+00:00,11,55,6.1,7134,14707,6.0,6,90,a,
2026-08-24T18:56:02.967697+00:00,12,95,10.1,33108,7590,9.0,9,67,a,
2026-08-24T18:56:02.967697+00:00,13,75,17.8,15347,53725,3.0,3,67,a,
2026-08-24T18:56:02.967697+00:00,14,65,2.0,2183,18232,1.0,1,14,a,
2026-08-24T18:56:02.967697+00:00,15,65,9.9,116386,9059,11.0,11,75,a,
2026-08-24T18:56:02.967697+00:00,16,65,0.3,448,3143,1.0,1,22,a,
2026-08-24T18:56:02.967697+00:00,17,60,0.7,1170,6677,1.0,1,14,a,
2026-08-24T18:56:02.967697+00:00,18,65,0.2,529,3140,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,19,55,1.1,615,8329,1.0,1,22,a,
2026-08-24T18:56:02.967697+00:00,20,55,0.1,196,1124,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,21,50,0.1,46,1220,0.0,0,0,i,0
2026-08-24T18:56:02.967697+00:00,22,55,0.0,30,151,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,23,55,0.0,33,102,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,24,55,0.0,33,74,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,25,75,8.3,3789,85510,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,26,75,6.5,76504,8986,6.0,6,90,a,
2026-08-24T18:56:02.967697+00:00,27,60,0.3,852,3188,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,28,50,4.4,4175,18926,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,29,45,0.1,295,246,1.0,1,90,a,
2026-08-24T18:56:02.967697+00:00,30,45,0.1,0,2864,0.0,0,0,u,0
2026-08-24T18:56:02.967697+00:00,31,45,12.1,19419,98049,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,32,45,8.6,20555,33245,-1.0,-1,90,a,
2026-08-24T18:56:02.967697+00:00,33,45,0.4,2105,1178,1.0,1,16,a,
2026-08-24T18:56:02.967697+00:00,34,45,0.5,1361,1534,0.0,0,73,a,
2026-08-24T18:56:02.967697+00:00,35,50,0.1,339,310,1.0,1,16,a,
2026-08-24T18:56:02.967697+00:00,36,45,0.8,1633,2752,0.0,0,81,a,
2026-08-24T18:56:02.967697+00:00,37,45,0.3,1180,1342,-2.0,-2,90,a,
2026-08-24T18:56:02.967697+00:00,38,40,1.8,3402,4594,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,39,40,0.3,0,3422,0.0,0,0,u,0
2026-08-24T18:56:02.967697+00:00,40,75,24.3,23977,20577,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,41,60,1.3,2483,6021,2.0,2,85,a,
2026-08-24T18:56:02.967697+00:00,42,55,0.0,165,229,1.0,1,27,a,
2026-08-24T18:56:02.967697+00:00,43,60,2.5,5409,12223,2.0,2,66,a,100
2026-08-24T18:56:02.967697+00:00,44,55,0.2,500,863,0.0,0,0,a,
2026-08-24T18:56:02.967697+00:00,45,55,3.2,3766,12864,1.0,1,81,a,
2026-08-24T18:56:02.967697+00:00,46,50,0.2,809,761,2.0,2,73,a,
