as_of_utc,player_id,field,old,new
2026-08-31T23:47:52.434441+00:00,1,ep_next,3.5,6.0
2026-08-31T23:47:52.434441+00:00,1,ep_this,3.5,6.0
2026-08-31T23:47:52.434441+00:00,4,ep_next,3.5,6.5
2026-08-31T23:47:52.434441+00:00,4,ep_this,3.5,6.5
2026-08-31T23:47:52.434441+00:00,8,ep_next,5.0,10.0
2026-08-31T23:47:52.434441+00:00,8,ep_this,5.0,10.0
2026-08-31T23:47:52.434441+00:00,10,ep_next,6.0,9.0
2026-08-31T23:47:52.434441+00:00,10,ep_this,6.0,9.0
2026-08-31T23:47:52.434441+00:00,11,ep_next,4.0,6.0
2026-08-31T23:47:52.434441+00:00,11,ep_this,4.0,6.0
2026-08-31T23:47:52.434441+00:00,12,ep_next,5.0,10.0
2026-08-31T23:47:52.434441+00:00,12,ep_this,5.0,10.0
2026-08-31T23:47:52.434441+00:00,13,ep_next,3.5,3.0
2026-08-31T23:47:52.434441+00:00,13,ep_this,3.5,3.0
2026-08-31T23:47:52.434441+00:00,14,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,14,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,15,ep_next,6.0,7.0
2026-08-31T23:47:52.434441+00:00,15,ep_this,6.0,7.0
2026-08-31T23:47:52.434441+00:00,17,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,17,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,19,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,19,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,26,ep_next,3.5,4.0
2026-08-31T23:47:52.434441+00:00,26,ep_this,3.5,4.0
2026-08-31T23:47:52.434441+00:00,27,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,31,ep_next,0.0,0.5
2026-08-31T23:47:52.434441+00:00,31,ep_this,0.0,0.5
2026-08-31T23:47:52.434441+00:00,452,ep_next,0.0,0.5
2026-08-31T23:47:52.434441+00:00,452,ep_this,0.0,0.4
2026-08-31T23:47:52.434441+00:00,32,ep_next,0.0,0.5
2026-08-31T23:47:52.434441+00:00,32,ep_this,0.0,0.5
2026-08-31T23:47:52.434441+00:00,34,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,34,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,37,ep_next,-0.5,0.0
2026-08-31T23:47:52.434441+00:00,37,ep_this,-0.5,0.0
2026-08-31T23:47:52.434441+00:00,41,ep_next,1.5,2.0
2026-08-31T23:47:52.434441+00:00,41,ep_this,1.5,2.0
2026-08-31T23:47:52.434441+00:00,46,ep_next,1.5,2.0
2026-08-31T23:47:52.434441+00:00,46,ep_this,1.5,2.0
2026-08-31T23:47:52.434441+00:00,47,ep_next,1.5,2.0
2026-08-31T23:47:52.434441+00:00,47,ep_this,1.5,2.0
2026-08-31T23:47:52.434441+00:00,51,ep_next,1.5,2.0
2026-08-31T23:47:52.434441+00:00,51,ep_this,1.5,2.0
2026-08-31T23:47:52.434441+00:00,55,now_cost,79,78
2026-08-31T23:47:52.434441+00:00,56,ep_next,0.0,0.5
2026-08-31T23:47:52.434441+00:00,56,ep_this,0.0,0.2
2026-08-31T23:47:52.434441+00:00,160,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,160,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,166,ep_next,0.0,1.0
2026-08-31T23:47:52.434441+00:00,166,ep_this,0.0,1.0
2026-08-31T23:47:52.434441+00:00,597,ep_next,0.5,1.0
2026-08-31T23:47:52.434441+00:00,597,ep_this,0.5,1.0
2026-08-31T23:47:52.434441+00:00,85,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,115,now_cost,46,47
2026-08-31T23:47:52.434441+00:00,140,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,578,now_cost,55,54
2026-08-31T23:47:52.434441+00:00,218,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,223,now_cost,65,64
2026-08-31T23:47:52.434441+00:00,209,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,279,now_cost,40,41
2026-08-31T23:47:52.434441+00:00,345,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,369,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,383,now_cost,55,54
2026-08-31T23:47:52.434441+00:00,399,now_cost,76,77
2026-08-31T23:47:52.434441+00:00,410,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,420,now_cost,50,49
2026-08-31T23:47:52.434441+00:00,457,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,458,now_cost,55,54
2026-08-31T23:47:52.434441+00:00,463,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,484,now_cost,55,54
2026-08-31T23:47:52.434441+00:00,455,now_cost,55,54
2026-08-31T23:47:52.434441+00:00,526,now_cost,60,59
2026-08-31T23:47:52.434441+00:00,549,now_cost,55,54
