as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-21T18:52:39.813043+00:00,1,60,37.6,609,421,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,2,50,0.1,4,17,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,3,50,0.0,4,7,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,4,80,29.7,532,420,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,5,65,0.1,7,47,0.0,0,0,i,0
2026-08-21T18:52:39.813043+00:00,6,60,0.3,24,127,0.0,0,0,i,0
2026-08-21T18:52:39.813043+00:00,7,55,0.6,250,61,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,8,55,39.7,3230,460,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,9,55,1.9,170,514,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,10,55,4.5,385,200,0.0,0,0,a,100
2026-08-21T18:52:39.813043+00:00,11,55,6.4,577,350,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,12,95,9.2,264,201,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,13,75,18.0,743,493,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,14,65,2.1,140,292,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,15,65,8.1,726,204,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,16,65,0.3,22,77,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,17,60,0.7,68,118,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,18,65,0.2,29,73,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,19,55,1.2,42,171,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,20,55,0.1,7,25,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,21,50,0.1,0,24,0.0,0,0,i,0
2026-08-21T18:52:39.813043+00:00,22,55,0.0,1,5,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,23,55,0.0,2,1,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,24,55,0.0,2,1,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,25,75,9.2,213,1881,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,26,75,5.3,1477,210,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,27,60,0.4,41,80,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,28,50,4.4,165,229,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,29,45,0.1,6,1,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,30,45,0.2,0,107,0.0,0,0,u,0
2026-08-21T18:52:39.813043+00:00,31,45,13.5,1307,2391,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,32,45,8.9,1100,197,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,33,45,0.3,124,15,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,34,45,0.4,72,21,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,35,50,0.1,15,6,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,36,45,0.8,72,25,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,37,45,0.3,66,13,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,38,40,1.8,129,61,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,39,40,0.3,0,146,0.0,0,0,u,0
2026-08-21T18:52:39.813043+00:00,40,75,24.4,499,439,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,41,60,1.4,95,53,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,42,55,0.0,3,1,0.0,0,0,a,
2026-08-21T18:52:39.813043+00:00,43,60,2.5,194,94,0.0,0,0,a,100
