as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-08T18:35:24.447754+00:00,1,60,38.8,119530,95496,5.0,15,270,a,
2026-09-08T18:35:24.447754+00:00,2,49,0.1,197,509,0.0,0,0,a,
2026-09-08T18:35:24.447754+00:00,3,49,0.0,74,181,0.0,0,0,a,
2026-09-08T18:35:24.447754+00:00,4,80,24.8,28742,125360,5.0,15,270,a,
2026-09-08T18:35:24.447754+00:00,5,65,0.1,403,875,0.0,0,0,d,25
2026-09-08T18:35:24.447754+00:00,6,60,0.2,541,2298,0.0,0,0,i,0
2026-09-08T18:35:24.447754+00:00,7,55,0.7,4330,5711,2.7,8,226,a,
2026-09-08T18:35:24.447754+00:00,8,57,47.6,250899,43464,7.3,22,236,a,
2026-09-08T18:35:24.447754+00:00,9,53,1.1,2259,11104,0.7,2,32,a,
2026-09-08T18:35:24.447754+00:00,10,55,7.6,65484,57444,6.7,20,270,a,100
2026-09-08T18:35:24.447754+00:00,11,54,3.5,568,91062,4.0,12,168,d,75
2026-09-08T18:35:24.447754+00:00,12,95,11.4,104446,60626,7.3,22,246,a,
2026-09-08T18:35:24.447754+00:00,13,74,13.6,14634,74756,4.3,13,241,a,
2026-09-08T18:35:24.447754+00:00,14,64,1.3,2549,16988,0.7,2,59,a,
2026-09-08T18:35:24.447754+00:00,15,66,13.4,253185,52102,8.0,24,221,a,
2026-09-08T18:35:24.447754+00:00,16,63,0.2,1023,2550,0.7,2,23,a,
2026-09-08T18:35:24.447754+00:00,17,59,0.5,1222,6306,0.7,2,46,a,
2026-09-08T18:35:24.447754+00:00,18,63,0.1,0,4537,0.0,0,0,u,0
2026-09-08T18:35:24.447754+00:00,19,54,0.7,1066,6971,1.0,3,50,a,
2026-09-08T18:35:24.447754+00:00,20,53,0.1,359,780,0.0,0,0,a,
2026-09-08T18:35:24.447754+00:00,21,49,0.1,59,670,0.0,0,0,i,0
2026-09-08T18:35:24.447754+00:00,22,54,0.0,0,234,0.0,0,0,u,0
2026-09-08T18:35:24.447754+00:00,23,55,0.0,0,193,0.0,0,0,u,0
2026-09-08T18:35:24.447754+00:00,24,55,0.0,0,66,0.0,0,0,u,0
2026-09-08T18:35:24.447754+00:00,25,73,4.1,4032,52259,0.3,1,12,a,
2026-09-08T18:35:24.447754+00:00,26,75,7.5,98364,37890,5.3,16,257,a,
2026-09-08T18:35:24.447754+00:00,27,59,0.2,0,5665,0.0,0,0,u,0
2026-09-08T18:35:24.447754+00:00,28,50,4.9,61526,24339,1.7,5,180,a,
2026-09-08T18:35:24.447754+00:00,29,45,0.1,559,917,0.3,1,90,a,
