as_of_utc,player_id,field,old,new
2026-08-25T11:38:31.825524+00:00,563,news,Calf injury - 50% chance of playing,Calf injury - 75% chance of playing
2026-08-25T11:38:31.825524+00:00,563,chance_of_playing_next_round,50,75
2026-08-25T11:38:31.825524+00:00,318,status,a,i
2026-08-25T11:38:31.825524+00:00,318,news,,Ankle injury - Unknown return date
2026-08-25T11:38:31.825524+00:00,318,news_added,,2026-08-25T11:30:07.532993Z
2026-08-25T11:38:31.825524+00:00,318,chance_of_playing_next_round,,0
2026-08-25T11:38:31.825524+00:00,571,status,a,d
2026-08-25T11:38:31.825524+00:00,571,news,,Calf injury - 75% chance of playing
2026-08-25T11:38:31.825524+00:00,571,news_added,,2026-08-25T11:30:07.678802Z
2026-08-25T11:38:31.825524+00:00,571,chance_of_playing_next_round,,75
2026-08-25T11:38:31.825524+00:00,591,status,d,a
2026-08-25T11:38:31.825524+00:00,591,news,Muscular injury - 75% chance of playing,
2026-08-25T11:38:31.825524+00:00,591,chance_of_playing_next_round,75,100
