as_of_utc,player_id,field,old,new
2026-08-23T13:42:03.416275+00:00,54,status,i,a
2026-08-23T13:42:03.416275+00:00,54,news,Calf injury - Unknown return date,
2026-08-23T13:42:03.416275+00:00,54,chance_of_playing_next_round,0,100
2026-08-23T13:42:03.416275+00:00,54,ep_next,0.0,2.0
2026-08-23T13:42:03.416275+00:00,73,status,d,a
2026-08-23T13:42:03.416275+00:00,73,news,Unspecified injury - 75% chance of playing,
2026-08-23T13:42:03.416275+00:00,73,chance_of_playing_next_round,75,100
2026-08-23T13:42:03.416275+00:00,73,ep_next,1.1,1.5
2026-08-23T13:42:03.416275+00:00,81,status,d,a
2026-08-23T13:42:03.416275+00:00,81,news,Unspecified injury - 75% chance of playing,
2026-08-23T13:42:03.416275+00:00,81,chance_of_playing_next_round,75,100
2026-08-23T13:42:03.416275+00:00,81,ep_next,1.5,2.0
2026-08-23T13:42:03.416275+00:00,113,status,a,d
2026-08-23T13:42:03.416275+00:00,113,news,,Unspecified injury - 75% chance of playing
2026-08-23T13:42:03.416275+00:00,113,news_added,,2026-08-23T13:00:07.595211Z
2026-08-23T13:42:03.416275+00:00,113,chance_of_playing_next_round,,75
2026-08-23T13:42:03.416275+00:00,113,ep_next,1.7,1.3
