as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-23T18:45:27.397578+00:00,1,60,37.8,22093,16498,6.0,6,90,a,
2026-08-23T18:45:27.397578+00:00,2,50,0.1,102,452,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,3,50,0.0,39,154,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,4,80,29.6,13777,28169,5.0,5,90,a,
2026-08-23T18:45:27.397578+00:00,5,65,0.1,138,1114,0.0,0,0,i,0
2026-08-23T18:45:27.397578+00:00,6,60,0.3,349,2639,0.0,0,0,i,0
2026-08-23T18:45:27.397578+00:00,7,55,0.7,3630,2252,3.0,3,90,a,
2026-08-23T18:45:27.397578+00:00,8,55,40.2,102989,8525,9.0,9,80,a,
2026-08-23T18:45:27.397578+00:00,9,55,1.7,1396,14494,1.0,1,9,a,
2026-08-23T18:45:27.397578+00:00,10,55,5.0,34043,3923,11.0,11,90,a,100
2026-08-23T18:45:27.397578+00:00,11,55,6.2,5667,10400,6.0,6,90,a,
2026-08-23T18:45:27.397578+00:00,12,95,9.9,22894,4827,9.0,9,67,a,
2026-08-23T18:45:27.397578+00:00,13,75,17.9,11532,38795,3.0,3,67,a,
2026-08-23T18:45:27.397578+00:00,14,65,2.0,1614,14008,1.0,1,14,a,
2026-08-23T18:45:27.397578+00:00,15,65,9.4,81013,6042,11.0,11,75,a,
2026-08-23T18:45:27.397578+00:00,16,65,0.3,339,2398,1.0,1,22,a,
2026-08-23T18:45:27.397578+00:00,17,60,0.7,915,4987,1.0,1,14,a,
2026-08-23T18:45:27.397578+00:00,18,65,0.2,396,2397,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,19,55,1.1,482,6075,1.0,1,22,a,
2026-08-23T18:45:27.397578+00:00,20,55,0.1,162,888,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,21,50,0.1,34,895,0.0,0,0,i,0
2026-08-23T18:45:27.397578+00:00,22,55,0.0,26,128,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,23,55,0.0,30,77,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,24,55,0.0,29,58,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,25,75,8.5,2527,64679,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,26,75,6.1,52849,5989,6.0,6,90,a,
2026-08-23T18:45:27.397578+00:00,27,60,0.4,642,2434,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,28,50,4.4,3605,11559,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,29,45,0.1,215,162,1.0,1,90,a,
2026-08-23T18:45:27.397578+00:00,30,45,0.1,0,2264,0.0,0,0,u,0
2026-08-23T18:45:27.397578+00:00,31,45,12.4,15464,72477,0.0,0,0,a,
2026-08-23T18:45:27.397578+00:00,32,45,8.8,19249,18539,-1.0,-1,90,a,
