as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-23T12:59:01.598413+00:00,1,60,37.7,13721,10862,6.0,6,90,a,
2026-08-23T12:59:01.598413+00:00,2,50,0.1,79,353,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,3,50,0.0,27,122,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,4,80,29.6,8840,20250,5.0,5,90,a,
2026-08-23T12:59:01.598413+00:00,5,65,0.1,108,881,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,6,60,0.3,271,2122,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,7,55,0.7,3038,1616,3.0,3,90,a,
2026-08-23T12:59:01.598413+00:00,8,55,40.1,78160,5591,9.0,9,80,a,
2026-08-23T12:59:01.598413+00:00,9,55,1.8,1067,11580,1.0,1,9,a,
2026-08-23T12:59:01.598413+00:00,10,55,4.9,24694,2502,11.0,11,90,a,100
2026-08-23T12:59:01.598413+00:00,11,55,6.2,4561,7565,6.0,6,90,a,
2026-08-23T12:59:01.598413+00:00,12,95,9.7,14541,3230,9.0,9,67,a,
2026-08-23T12:59:01.598413+00:00,13,75,18.0,8643,28397,3.0,3,67,a,
2026-08-23T12:59:01.598413+00:00,14,65,2.0,1223,11007,1.0,1,14,a,
2026-08-23T12:59:01.598413+00:00,15,65,9.0,55603,4015,11.0,11,75,a,
2026-08-23T12:59:01.598413+00:00,16,65,0.3,261,1817,1.0,1,22,a,
2026-08-23T12:59:01.598413+00:00,17,60,0.7,719,3652,1.0,1,14,a,
2026-08-23T12:59:01.598413+00:00,18,65,0.2,294,1908,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,19,55,1.1,364,4523,1.0,1,22,a,
2026-08-23T12:59:01.598413+00:00,20,55,0.1,124,698,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,21,50,0.1,28,676,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,22,55,0.0,17,88,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,23,55,0.0,26,61,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,24,55,0.0,20,45,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,25,75,8.7,1571,51860,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,26,75,5.9,36237,4107,6.0,6,90,a,
2026-08-23T12:59:01.598413+00:00,27,60,0.4,506,1956,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,28,50,4.5,3192,4429,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,29,45,0.1,143,85,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,30,45,0.1,0,1864,0.0,0,0,u,0
2026-08-23T12:59:01.598413+00:00,31,45,12.7,12706,54084,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,32,45,9.0,18021,5041,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,33,45,0.4,1658,346,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,34,45,0.5,1193,364,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,35,50,0.1,270,130,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,36,45,0.8,1342,511,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,37,45,0.3,924,263,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,38,40,1.8,2303,1548,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,39,40,0.3,0,2133,0.0,0,0,u,0
2026-08-23T12:59:01.598413+00:00,40,75,24.4,12014,8752,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,41,60,1.4,1830,1361,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,42,55,0.0,92,111,1.0,1,27,a,
2026-08-23T12:59:01.598413+00:00,43,60,2.6,3866,5522,2.0,2,66,a,100
2026-08-23T12:59:01.598413+00:00,44,55,0.2,379,262,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,45,55,3.3,2775,2920,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,46,50,0.2,571,304,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,47,50,0.4,933,596,0.0,0,0,a,100
2026-08-23T12:59:01.598413+00:00,48,50,0.0,49,130,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,49,50,0.0,0,51,0.0,0,0,u,0
2026-08-23T12:59:01.598413+00:00,50,45,0.7,1109,801,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,51,45,0.7,670,546,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,52,50,0.0,154,92,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,53,60,0.3,89,2466,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,54,55,0.1,34,466,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,55,80,10.4,4435,10897,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,56,55,0.1,188,415,0.0,0,0,d,75
2026-08-23T12:59:01.598413+00:00,57,45,3.2,1825,1412,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,58,40,3.2,1341,916,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,59,40,0.2,234,91,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,60,55,0.9,1562,786,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,61,55,4.4,2988,2567,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,62,50,0.2,867,206,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,63,50,0.0,16,69,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,64,45,0.1,326,92,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,65,45,0.0,31,147,0.0,0,0,i,0
2026-08-23T12:59:01.598413+00:00,66,40,0.2,105,449,0.0,0,0,d,75
2026-08-23T12:59:01.598413+00:00,67,65,2.8,3707,2258,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,68,60,1.5,1010,1005,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,69,60,1.5,1402,1322,0.0,0,0,a,
2026-08-23T12:59:01.598413+00:00,70,60,1.2,1963,950,0.0,0,0,a,
