as_of_utc,player_id,field,old,new
2026-09-13T19:25:31.964041+00:00,658,now_cost,,45
2026-09-13T19:25:31.964041+00:00,658,status,,a
2026-09-13T19:25:31.964041+00:00,658,news,,
2026-09-13T19:25:31.964041+00:00,658,ep_next,,1.1
2026-09-13T19:25:31.964041+00:00,658,ep_this,,1.1
2026-09-13T19:25:31.964041+00:00,155,ep_next,1.2,1.5
2026-09-13T19:25:31.964041+00:00,155,ep_this,1.2,1.5
2026-09-13T19:25:31.964041+00:00,237,ep_next,4.0,4.2
2026-09-13T19:25:31.964041+00:00,237,ep_this,4.0,4.2
2026-09-13T19:25:31.964041+00:00,384,ep_next,2.8,4.2
2026-09-13T19:25:31.964041+00:00,384,ep_this,2.8,4.2
2026-09-13T19:25:31.964041+00:00,387,ep_next,1.0,1.2
2026-09-13T19:25:31.964041+00:00,387,ep_this,1.0,1.2
2026-09-13T19:25:31.964041+00:00,388,ep_next,5.5,6.5
2026-09-13T19:25:31.964041+00:00,388,ep_this,5.5,6.5
2026-09-13T19:25:31.964041+00:00,389,ep_next,0.5,2.5
2026-09-13T19:25:31.964041+00:00,389,ep_this,0.5,2.5
2026-09-13T19:25:31.964041+00:00,390,ep_next,2.8,4.0
2026-09-13T19:25:31.964041+00:00,390,ep_this,2.8,4.0
2026-09-13T19:25:31.964041+00:00,391,ep_next,5.8,8.2
2026-09-13T19:25:31.964041+00:00,391,ep_this,5.8,8.2
2026-09-13T19:25:31.964041+00:00,397,ep_next,3.5,4.0
2026-09-13T19:25:31.964041+00:00,397,ep_this,3.5,4.0
2026-09-13T19:25:31.964041+00:00,398,status,a,s
2026-09-13T19:25:31.964041+00:00,398,news,,Suspended until 17 Oct
2026-09-13T19:25:31.964041+00:00,398,news_added,,2026-09-13T17:00:09.433455Z
2026-09-13T19:25:31.964041+00:00,398,chance_of_playing_next_round,,0
2026-09-13T19:25:31.964041+00:00,398,ep_next,2.2,0.0
2026-09-13T19:25:31.964041+00:00,411,ep_next,6.2,8.0
2026-09-13T19:25:31.964041+00:00,411,ep_this,6.2,8.0
2026-09-13T19:25:31.964041+00:00,481,ep_next,3.0,3.2
2026-09-13T19:25:31.964041+00:00,481,ep_this,3.0,3.2
2026-09-13T19:25:31.964041+00:00,43,ep_next,2.2,2.5
2026-09-13T19:25:31.964041+00:00,43,ep_this,2.2,2.5
2026-09-13T19:25:31.964041+00:00,412,ep_next,1.5,1.8
2026-09-13T19:25:31.964041+00:00,412,ep_this,1.5,1.8
2026-09-13T19:25:31.964041+00:00,415,ep_next,0.8,1.5
2026-09-13T19:25:31.964041+00:00,415,ep_this,0.8,1.5
2026-09-13T19:25:31.964041+00:00,417,ep_next,1.2,1.5
2026-09-13T19:25:31.964041+00:00,417,ep_this,1.2,1.5
2026-09-13T19:25:31.964041+00:00,419,ep_next,2.0,1.5
2026-09-13T19:25:31.964041+00:00,419,ep_this,2.0,1.5
2026-09-13T19:25:31.964041+00:00,426,ep_next,7.0,7.2
2026-09-13T19:25:31.964041+00:00,426,ep_this,7.0,7.2
2026-09-13T19:25:31.964041+00:00,427,ep_next,5.5,5.8
2026-09-13T19:25:31.964041+00:00,427,ep_this,5.5,5.8
2026-09-13T19:25:31.964041+00:00,428,ep_next,3.8,4.0
2026-09-13T19:25:31.964041+00:00,428,ep_this,3.8,4.0
2026-09-13T19:25:31.964041+00:00,429,ep_next,1.8,2.0
2026-09-13T19:25:31.964041+00:00,429,ep_this,1.8,2.0
2026-09-13T19:25:31.964041+00:00,432,ep_next,3.8,4.5
2026-09-13T19:25:31.964041+00:00,432,ep_this,3.8,4.5
2026-09-13T19:25:31.964041+00:00,439,ep_next,1.8,2.0
2026-09-13T19:25:31.964041+00:00,439,ep_this,1.8,2.0
2026-09-13T19:25:31.964041+00:00,440,ep_next,0.0,0.2
2026-09-13T19:25:31.964041+00:00,440,ep_this,0.0,0.2
