as_of_utc,player_id,field,old,new
2026-09-18T14:27:02.345200+00:00,10,ep_next,3.9,5.2
2026-09-18T14:27:02.345200+00:00,11,ep_next,1.5,3.0
2026-09-18T14:27:02.345200+00:00,652,status,d,i
2026-09-18T14:27:02.345200+00:00,652,news,Hamstring injury - 75% chance of playing,Hamstring injury - Expected back 10 Oct
2026-09-18T14:27:02.345200+00:00,652,chance_of_playing_next_round,75,0
2026-09-18T14:27:02.345200+00:00,142,status,a,d
2026-09-18T14:27:02.345200+00:00,142,news,,Unspecified injury - 75% chance of playing
2026-09-18T14:27:02.345200+00:00,142,news_added,,2026-09-18T10:30:09.719371Z
2026-09-18T14:27:02.345200+00:00,142,chance_of_playing_next_round,,75
2026-09-18T14:27:02.345200+00:00,142,ep_next,0.8,0.6
2026-09-18T14:27:02.345200+00:00,246,status,d,i
2026-09-18T14:27:02.345200+00:00,246,news,Unspecified injury - 75% chance of playing,Unspecified injury - Expected back 11 Oct
2026-09-18T14:27:02.345200+00:00,246,chance_of_playing_next_round,75,0
2026-09-18T14:27:02.345200+00:00,246,ep_next,1.1,0.0
2026-09-18T14:27:02.345200+00:00,256,status,a,i
2026-09-18T14:27:02.345200+00:00,256,news,,Concussion - Expected back 10 Oct
2026-09-18T14:27:02.345200+00:00,256,news_added,,2026-09-18T12:30:09.546158Z
2026-09-18T14:27:02.345200+00:00,256,chance_of_playing_next_round,,0
2026-09-18T14:27:02.345200+00:00,260,status,a,i
2026-09-18T14:27:02.345200+00:00,260,news,,Thigh injury - Unknown return date
2026-09-18T14:27:02.345200+00:00,260,news_added,,2026-09-18T13:30:09.626858Z
2026-09-18T14:27:02.345200+00:00,260,chance_of_playing_next_round,,0
2026-09-18T14:27:02.345200+00:00,260,ep_next,1.2,0.0
2026-09-18T14:27:02.345200+00:00,344,status,d,a
2026-09-18T14:27:02.345200+00:00,344,news,Knee injury - 25% chance of playing,
2026-09-18T14:27:02.345200+00:00,344,chance_of_playing_next_round,25,100
2026-09-18T14:27:02.345200+00:00,400,status,i,d
2026-09-18T14:27:02.345200+00:00,400,news,Calf injury - Expected back 20 Sep,Calf injury - 75% chance of playing
2026-09-18T14:27:02.345200+00:00,400,chance_of_playing_next_round,0,75
2026-09-18T14:27:02.345200+00:00,131,status,i,d
2026-09-18T14:27:02.345200+00:00,131,news,Ankle injury - Expected back 19 Sep,Ankle injury - 50% chance of playing
2026-09-18T14:27:02.345200+00:00,131,chance_of_playing_next_round,0,50
2026-09-18T14:27:02.345200+00:00,423,news,Unspecified injury - 75% chance of playing,Unspecified injury - 50% chance of playing
2026-09-18T14:27:02.345200+00:00,423,chance_of_playing_next_round,75,50
2026-09-18T14:27:02.345200+00:00,423,ep_next,1.4,0.9
2026-09-18T14:27:02.345200+00:00,455,status,d,a
2026-09-18T14:27:02.345200+00:00,455,news,Knock - 75% chance of playing,
2026-09-18T14:27:02.345200+00:00,455,chance_of_playing_next_round,75,100
2026-09-18T14:27:02.345200+00:00,455,ep_next,2.2,3.0
2026-09-18T14:27:02.345200+00:00,499,status,d,a
2026-09-18T14:27:02.345200+00:00,499,news,Unspecified injury - 75% chance of playing,
2026-09-18T14:27:02.345200+00:00,499,chance_of_playing_next_round,75,100
2026-09-18T14:27:02.345200+00:00,499,ep_next,1.5,2.0
