as_of_utc,player_id,field,old,new
2026-09-18T19:29:38.523792+00:00,82,ep_next,2.8,3.4
2026-09-18T19:29:38.523792+00:00,82,ep_this,2.8,3.4
2026-09-18T19:29:38.523792+00:00,86,ep_next,3.8,4.2
2026-09-18T19:29:38.523792+00:00,86,ep_this,3.8,4.2
2026-09-18T19:29:38.523792+00:00,87,ep_next,2.8,3.0
2026-09-18T19:29:38.523792+00:00,87,ep_this,2.8,3.0
2026-09-18T19:29:38.523792+00:00,88,ep_next,3.4,3.6
2026-09-18T19:29:38.523792+00:00,88,ep_this,3.4,3.6
2026-09-18T19:29:38.523792+00:00,93,ep_next,1.4,1.6
2026-09-18T19:29:38.523792+00:00,93,ep_this,1.4,1.6
2026-09-18T19:29:38.523792+00:00,94,ep_next,6.0,6.4
2026-09-18T19:29:38.523792+00:00,94,ep_this,6.0,6.4
2026-09-18T19:29:38.523792+00:00,96,ep_next,2.6,2.8
2026-09-18T19:29:38.523792+00:00,96,ep_this,2.6,2.8
2026-09-18T19:29:38.523792+00:00,98,ep_next,5.0,5.2
2026-09-18T19:29:38.523792+00:00,98,ep_this,5.0,5.2
2026-09-18T19:29:38.523792+00:00,102,ep_next,1.2,2.0
2026-09-18T19:29:38.523792+00:00,102,ep_this,1.2,2.0
2026-09-18T19:29:38.523792+00:00,105,ep_next,1.0,1.2
2026-09-18T19:29:38.523792+00:00,105,ep_this,1.0,1.2
2026-09-18T19:29:38.523792+00:00,106,ep_next,1.0,1.2
2026-09-18T19:29:38.523792+00:00,106,ep_this,1.0,1.2
2026-09-18T19:29:38.523792+00:00,28,ep_next,1.4,1.6
2026-09-18T19:29:38.523792+00:00,28,ep_this,1.4,1.6
2026-09-18T19:29:38.523792+00:00,40,ep_next,5.4,5.6
2026-09-18T19:29:38.523792+00:00,40,ep_this,5.4,5.6
2026-09-18T19:29:38.523792+00:00,101,status,d,a
2026-09-18T19:29:38.523792+00:00,101,news,Wrist injury - 50% chance of playing,
2026-09-18T19:29:38.523792+00:00,101,chance_of_playing_next_round,50,100
2026-09-18T19:29:38.523792+00:00,101,ep_next,0.0,0.2
2026-09-18T19:29:38.523792+00:00,101,ep_this,0.0,0.1
2026-09-18T19:29:38.523792+00:00,136,ep_next,0.4,0.8
2026-09-18T19:29:38.523792+00:00,136,ep_this,0.4,0.8
2026-09-18T19:29:38.523792+00:00,142,news,Unspecified injury - 75% chance of playing,Hamstring injury - 75% chance of playing
2026-09-18T19:29:38.523792+00:00,145,ep_next,0.8,1.0
2026-09-18T19:29:38.523792+00:00,145,ep_this,0.8,1.0
2026-09-18T19:29:38.523792+00:00,149,ep_next,0.4,0.6
2026-09-18T19:29:38.523792+00:00,149,ep_this,0.4,0.6
2026-09-18T19:29:38.523792+00:00,154,ep_next,5.2,5.4
2026-09-18T19:29:38.523792+00:00,154,ep_this,5.2,5.4
2026-09-18T19:29:38.523792+00:00,156,ep_next,2.4,2.6
2026-09-18T19:29:38.523792+00:00,156,ep_this,2.4,2.6
2026-09-18T19:29:38.523792+00:00,200,ep_next,2.0,2.2
2026-09-18T19:29:38.523792+00:00,200,ep_this,2.0,2.2
2026-09-18T19:29:38.523792+00:00,568,ep_next,0.2,0.6
2026-09-18T19:29:38.523792+00:00,568,ep_this,0.2,0.6
2026-09-18T19:29:38.523792+00:00,583,ep_next,0.8,1.0
2026-09-18T19:29:38.523792+00:00,583,ep_this,0.8,1.0
