as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-05T00:53:32.960220+00:00,1,60,38.5,10516,5636,4.0,12,180,a,
2026-09-05T00:53:32.960220+00:00,2,49,0.1,43,43,0.0,0,0,a,
2026-09-05T00:53:32.960220+00:00,3,49,0.0,20,16,0.0,0,0,a,
2026-09-05T00:53:32.960220+00:00,4,80,25.7,1754,8753,4.3,13,180,a,
2026-09-05T00:53:32.960220+00:00,5,65,0.1,44,75,0.0,0,0,d,25
2026-09-05T00:53:32.960220+00:00,6,60,0.2,55,217,0.0,0,0,i,0
2026-09-05T00:53:32.960220+00:00,7,55,0.7,352,318,2.0,6,160,a,
2026-09-05T00:53:32.960220+00:00,8,57,45.7,17628,2009,6.7,20,170,a,
2026-09-05T00:53:32.960220+00:00,9,53,1.2,179,768,0.3,1,9,a,
2026-09-05T00:53:32.960220+00:00,10,55,7.5,7689,5457,6.0,18,180,a,100
2026-09-05T00:53:32.960220+00:00,11,55,4.4,83,6239,4.0,12,168,d,75
2026-09-05T00:53:32.960220+00:00,12,95,11.0,11986,2666,6.7,20,157,a,
2026-09-05T00:53:32.960220+00:00,13,75,14.3,857,5615,2.7,8,151,a,
2026-09-05T00:53:32.960220+00:00,14,64,1.4,295,848,0.7,2,59,a,
2026-09-05T00:53:32.960220+00:00,15,66,11.1,3929,4554,4.7,14,145,a,
2026-09-05T00:53:32.960220+00:00,16,63,0.2,145,155,0.3,1,22,a,
2026-09-05T00:53:32.960220+00:00,17,59,0.5,118,386,0.7,2,33,a,
2026-09-05T00:53:32.960220+00:00,18,63,0.1,0,780,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,19,54,0.8,122,438,0.7,2,27,a,
2026-09-05T00:53:32.960220+00:00,20,54,0.1,29,50,0.0,0,0,a,
2026-09-05T00:53:32.960220+00:00,21,49,0.1,5,59,0.0,0,0,i,0
2026-09-05T00:53:32.960220+00:00,22,54,0.0,0,35,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,23,55,0.0,0,25,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,24,55,0.0,0,9,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,25,73,4.5,426,4028,0.0,0,0,a,
2026-09-05T00:53:32.960220+00:00,26,75,6.8,1903,4750,2.7,8,180,a,
2026-09-05T00:53:32.960220+00:00,27,59,0.2,0,889,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,28,50,4.5,4589,1477,0.7,2,90,a,
2026-09-05T00:53:32.960220+00:00,29,45,0.1,68,45,0.3,1,90,a,
2026-09-05T00:53:32.960220+00:00,30,45,0.1,0,53,0.0,0,0,u,0
2026-09-05T00:53:32.960220+00:00,31,44,11.3,23381,3679,0.3,1,11,a,
2026-09-05T00:53:32.960220+00:00,32,45,7.0,1029,1772,0.3,1,167,a,
2026-09-05T00:53:32.960220+00:00,33,45,0.4,69,113,0.3,1,16,a,
2026-09-05T00:53:32.960220+00:00,34,45,0.4,105,95,0.7,2,163,a,
2026-09-05T00:53:32.960220+00:00,35,50,0.1,49,39,0.3,1,16,a,
2026-09-05T00:53:32.960220+00:00,36,45,0.7,210,219,0.3,1,171,a,
2026-09-05T00:53:32.960220+00:00,37,45,0.3,85,63,0.0,0,180,a,
2026-09-05T00:53:32.960220+00:00,38,40,1.7,1716,413,0.0,0,0,a,
2026-09-05T00:53:32.960220+00:00,39,40,0.2,0,104,0.0,0,0,u,0
