as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-08-28T18:36:40.187199+00:00,1,60,38.3,280,305,3.0,6,90,a,
2026-08-28T18:36:40.187199+00:00,2,50,0.1,3,4,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,3,50,0.0,1,3,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,4,80,29.0,121,445,2.5,5,90,a,
2026-08-28T18:36:40.187199+00:00,5,65,0.1,1,11,0.0,0,0,i,0
2026-08-28T18:36:40.187199+00:00,6,60,0.3,2,23,0.0,0,0,i,0
2026-08-28T18:36:40.187199+00:00,7,55,0.7,27,28,1.5,3,90,a,
2026-08-28T18:36:40.187199+00:00,8,56,41.7,446,170,4.5,9,80,a,
2026-08-28T18:36:40.187199+00:00,9,54,1.5,12,71,0.5,1,9,a,
2026-08-28T18:36:40.187199+00:00,10,55,6.8,217,195,5.5,11,90,a,100
2026-08-28T18:36:40.187199+00:00,11,55,5.7,32,128,3.0,6,90,a,
2026-08-28T18:36:40.187199+00:00,12,95,10.4,159,109,4.5,9,67,a,
2026-08-28T18:36:40.187199+00:00,13,75,16.8,95,340,1.5,3,67,a,
2026-08-28T18:36:40.187199+00:00,14,65,1.7,30,86,0.5,1,14,a,
2026-08-28T18:36:40.187199+00:00,15,66,11.7,446,93,5.5,11,75,a,
2026-08-28T18:36:40.187199+00:00,16,64,0.3,13,15,0.5,1,22,a,
2026-08-28T18:36:40.187199+00:00,17,60,0.6,11,34,0.5,1,14,a,
2026-08-28T18:36:40.187199+00:00,18,64,0.2,7,16,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,19,55,1.0,5,41,0.5,1,22,a,
2026-08-28T18:36:40.187199+00:00,20,54,0.1,3,3,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,21,50,0.1,0,9,0.0,0,0,i,0
2026-08-28T18:36:40.187199+00:00,22,55,0.0,0,0,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,23,55,0.0,2,1,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,24,55,0.0,0,0,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,25,74,6.6,29,401,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,26,75,7.5,316,116,3.0,6,90,a,
2026-08-28T18:36:40.187199+00:00,27,60,0.3,12,15,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,28,50,4.1,155,143,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,29,45,0.1,4,4,0.5,1,90,a,
2026-08-28T18:36:40.187199+00:00,30,45,0.1,0,6,0.0,0,0,u,0
2026-08-28T18:36:40.187199+00:00,31,45,10.8,302,343,0.0,0,0,a,
2026-08-28T18:36:40.187199+00:00,32,45,7.6,46,150,-0.5,-1,90,a,
2026-08-28T18:36:40.187199+00:00,33,45,0.4,5,6,0.5,1,16,a,
2026-08-28T18:36:40.187199+00:00,34,45,0.4,5,14,0.0,0,73,a,
2026-08-28T18:36:40.187199+00:00,35,50,0.1,2,3,0.5,1,16,a,
2026-08-28T18:36:40.187199+00:00,36,45,0.7,6,12,0.0,0,81,a,
2026-08-28T18:36:40.187199+00:00,37,45,0.3,8,5,-1.0,-2,90,a,
