as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-21T06:15:17.963162+00:00,1,61,42.1,81962,21790,6.0,30,450,a,
2026-09-21T06:15:17.963162+00:00,2,49,0.1,59,126,0.0,0,0,a,
2026-09-21T06:15:17.963162+00:00,3,49,0.0,21,50,0.0,0,0,a,
2026-09-21T06:15:17.963162+00:00,4,80,22.9,11531,37585,5.0,25,450,a,
2026-09-21T06:15:17.963162+00:00,5,65,0.3,6317,1873,0.2,1,104,a,100
2026-09-21T06:15:17.963162+00:00,6,59,0.2,197,565,0.0,0,0,i,0
2026-09-21T06:15:17.963162+00:00,7,54,0.6,461,3126,1.5,9,271,a,
2026-09-21T06:15:17.963162+00:00,8,58,50.6,40287,33921,5.0,29,416,a,
2026-09-21T06:15:17.963162+00:00,9,52,0.9,690,3411,0.2,2,32,a,
2026-09-21T06:15:17.963162+00:00,10,55,5.2,2978,35928,2.5,21,315,d,75
2026-09-21T06:15:17.963162+00:00,11,53,1.7,577,5184,1.5,12,168,a,100
2026-09-21T06:15:17.963162+00:00,12,95,13.4,52010,25075,5.8,32,416,a,
2026-09-21T06:15:17.963162+00:00,13,74,12.2,5867,27201,4.2,20,411,a,
2026-09-21T06:15:17.963162+00:00,14,63,1.0,978,3722,0.8,4,85,a,
2026-09-21T06:15:17.963162+00:00,15,68,19.9,41646,52464,4.5,29,377,a,
2026-09-21T06:15:17.963162+00:00,16,62,0.2,393,873,0.2,2,23,a,
2026-09-21T06:15:17.963162+00:00,17,58,0.4,331,1667,0.8,4,81,a,
2026-09-21T06:15:17.963162+00:00,18,63,0.1,0,296,0.0,0,0,u,0
2026-09-21T06:15:17.963162+00:00,19,53,0.6,243,2109,1.0,5,89,a,
2026-09-21T06:15:17.963162+00:00,20,53,0.1,247,315,0.2,1,9,a,
2026-09-21T06:15:17.963162+00:00,21,49,0.0,21,166,0.0,0,0,i,0
2026-09-21T06:15:17.963162+00:00,22,54,0.0,0,25,0.0,0,0,u,0
2026-09-21T06:15:17.963162+00:00,23,55,0.0,0,24,0.0,0,0,u,0
2026-09-21T06:15:17.963162+00:00,24,55,0.0,0,9,0.0,0,0,u,0
2026-09-21T06:15:17.963162+00:00,25,71,3.1,2881,9039,0.5,2,29,a,
