as_of_utc,player_id,field,old,new
2026-08-20T14:51:11.727274+00:00,25,ep_next,2.3,2.4
2026-08-20T14:51:11.727274+00:00,26,ep_next,2.3,2.4
2026-08-20T14:51:11.727274+00:00,596,now_cost,,45
2026-08-20T14:51:11.727274+00:00,596,status,,a
2026-08-20T14:51:11.727274+00:00,596,news,,
2026-08-20T14:51:11.727274+00:00,596,ep_next,,1.7
2026-08-20T14:51:11.727274+00:00,597,now_cost,,50
2026-08-20T14:51:11.727274+00:00,597,status,,a
2026-08-20T14:51:11.727274+00:00,597,news,,
2026-08-20T14:51:11.727274+00:00,597,ep_next,,2.6
2026-08-20T14:51:11.727274+00:00,136,status,a,d
2026-08-20T14:51:11.727274+00:00,136,news,,Unspecified injury - 75% chance of playing
2026-08-20T14:51:11.727274+00:00,136,news_added,,2026-08-20T14:00:07.949090Z
2026-08-20T14:51:11.727274+00:00,136,chance_of_playing_next_round,,75
2026-08-20T14:51:11.727274+00:00,136,ep_next,2.0,1.5
2026-08-20T14:51:11.727274+00:00,165,ep_next,2.3,2.4
2026-08-20T14:51:11.727274+00:00,170,status,d,a
2026-08-20T14:51:11.727274+00:00,170,news,Hamstring injury - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,170,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,170,ep_next,1.0,1.4
2026-08-20T14:51:11.727274+00:00,183,status,d,a
2026-08-20T14:51:11.727274+00:00,183,news,Shoulder injury - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,183,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,183,ep_next,1.1,1.5
2026-08-20T14:51:11.727274+00:00,186,status,d,a
2026-08-20T14:51:11.727274+00:00,186,news,Hamstring injury - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,186,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,186,ep_next,1.5,2.0
2026-08-20T14:51:11.727274+00:00,599,now_cost,,50
2026-08-20T14:51:11.727274+00:00,599,status,,a
2026-08-20T14:51:11.727274+00:00,599,news,,
2026-08-20T14:51:11.727274+00:00,599,ep_next,,1.4
2026-08-20T14:51:11.727274+00:00,198,status,a,d
2026-08-20T14:51:11.727274+00:00,198,news,,Ankle injury - 75% chance of playing
2026-08-20T14:51:11.727274+00:00,198,news_added,,2026-08-20T14:00:08.018379Z
2026-08-20T14:51:11.727274+00:00,198,chance_of_playing_next_round,,75
2026-08-20T14:51:11.727274+00:00,198,ep_next,2.6,2.0
2026-08-20T14:51:11.727274+00:00,331,news,Hamstring injury - Expected back 30 Aug,Hamstring injury - Unknown return date
2026-08-20T14:51:11.727274+00:00,341,status,d,i
2026-08-20T14:51:11.727274+00:00,341,news,Hamstring injury - 25% chance of playing,Hamstring injury - Unknown return date
2026-08-20T14:51:11.727274+00:00,341,chance_of_playing_next_round,25,0
2026-08-20T14:51:11.727274+00:00,341,ep_next,0.4,0.0
2026-08-20T14:51:11.727274+00:00,598,now_cost,,45
2026-08-20T14:51:11.727274+00:00,598,status,,a
2026-08-20T14:51:11.727274+00:00,598,news,,
2026-08-20T14:51:11.727274+00:00,598,ep_next,,1.7
2026-08-20T14:51:11.727274+00:00,404,status,a,u
2026-08-20T14:51:11.727274+00:00,404,news,,Has joined Al Qadsiah permanently
2026-08-20T14:51:11.727274+00:00,404,news_added,,2026-08-20T14:02:58.154273Z
2026-08-20T14:51:11.727274+00:00,404,chance_of_playing_next_round,,0
2026-08-20T14:51:11.727274+00:00,404,ep_next,2.1,0.0
2026-08-20T14:51:11.727274+00:00,489,status,d,i
2026-08-20T14:51:11.727274+00:00,489,news,Unspecified injury - 75% chance of playing,Unspecified injury - Unknown return date
2026-08-20T14:51:11.727274+00:00,489,chance_of_playing_next_round,75,0
2026-08-20T14:51:11.727274+00:00,489,ep_next,0.8,0.0
2026-08-20T14:51:11.727274+00:00,533,status,d,a
2026-08-20T14:51:11.727274+00:00,533,news,Knock - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,533,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,533,ep_next,1.9,2.5
2026-08-20T14:51:11.727274+00:00,535,status,d,a
2026-08-20T14:51:11.727274+00:00,535,news,Knock - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,535,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,535,ep_next,1.6,2.2
2026-08-20T14:51:11.727274+00:00,541,status,d,a
2026-08-20T14:51:11.727274+00:00,541,news,Knock - 75% chance of playing,
2026-08-20T14:51:11.727274+00:00,541,chance_of_playing_next_round,75,100
2026-08-20T14:51:11.727274+00:00,541,ep_next,1.3,1.7
2026-08-20T14:51:11.727274+00:00,546,status,a,i
2026-08-20T14:51:11.727274+00:00,546,news,,Ankle injury - Unknown return date
2026-08-20T14:51:11.727274+00:00,546,news_added,,2026-08-20T14:00:08.416985Z
2026-08-20T14:51:11.727274+00:00,546,chance_of_playing_next_round,,0
2026-08-20T14:51:11.727274+00:00,546,ep_next,1.5,0.0
