as_of_utc,player_id,now_cost,selected_by_percent,transfers_in_event,transfers_out_event,form,total_points,minutes,status,chance_of_playing_next_round
2026-09-15T18:08:51.144297+00:00,1,60,40.5,155923,27916,7.2,29,360,a,
2026-09-15T18:08:51.144297+00:00,2,49,0.1,93,326,0.0,0,0,a,
2026-09-15T18:08:51.144297+00:00,3,49,0.0,42,120,0.0,0,0,a,
2026-09-15T18:08:51.144297+00:00,4,80,23.5,25172,58444,6.0,24,360,a,
2026-09-15T18:08:51.144297+00:00,5,65,0.2,10132,1576,0.2,1,45,a,100
2026-09-15T18:08:51.144297+00:00,6,59,0.2,263,1326,0.0,0,0,i,0
2026-09-15T18:08:51.144297+00:00,7,55,0.6,1889,6357,2.2,9,271,a,
2026-09-15T18:08:51.144297+00:00,8,58,50.1,150447,35227,7.0,28,326,a,
2026-09-15T18:08:51.144297+00:00,9,53,0.9,1503,10234,0.5,2,32,a,
2026-09-15T18:08:51.144297+00:00,10,55,6.7,16979,105438,5.2,21,315,a,100
2026-09-15T18:08:51.144297+00:00,11,54,2.0,111,49551,3.0,12,168,d,50
2026-09-15T18:08:51.144297+00:00,12,95,12.2,95739,29643,7.5,30,336,a,
2026-09-15T18:08:51.144297+00:00,13,74,12.7,15555,44252,4.8,19,321,a,
2026-09-15T18:08:51.144297+00:00,14,63,1.1,1646,10842,0.8,3,68,a,
2026-09-15T18:08:51.144297+00:00,15,67,19.3,176022,61259,6.8,27,305,a,
2026-09-15T18:08:51.144297+00:00,16,62,0.2,446,2286,0.5,2,23,a,
2026-09-15T18:08:51.144297+00:00,17,58,0.4,739,4113,0.8,3,51,a,
2026-09-15T18:08:51.144297+00:00,18,63,0.1,0,964,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,19,53,0.6,880,5417,1.0,4,59,a,
2026-09-15T18:08:51.144297+00:00,20,53,0.1,214,662,0.0,0,0,a,
2026-09-15T18:08:51.144297+00:00,21,49,0.0,29,414,0.0,0,0,i,0
2026-09-15T18:08:51.144297+00:00,22,54,0.0,0,76,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,23,55,0.0,0,56,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,24,55,0.0,0,32,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,25,72,3.4,1966,32781,0.2,1,12,a,
2026-09-15T18:08:51.144297+00:00,26,76,7.9,44854,54261,4.2,17,347,a,
2026-09-15T18:08:51.144297+00:00,27,59,0.2,0,1479,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,28,50,5.0,11667,31630,1.8,7,270,a,
2026-09-15T18:08:51.144297+00:00,29,45,0.1,275,693,0.2,1,90,a,
2026-09-15T18:08:51.144297+00:00,30,45,0.1,0,277,0.0,0,0,u,0
2026-09-15T18:08:51.144297+00:00,31,45,18.1,177277,28289,2.8,11,191,a,
2026-09-15T18:08:51.144297+00:00,32,45,5.3,559,76288,1.8,7,251,d,75
2026-09-15T18:08:51.144297+00:00,33,45,0.4,1517,2688,1.8,7,171,a,
2026-09-15T18:08:51.144297+00:00,34,45,0.4,191,4534,0.8,3,187,d,75
2026-09-15T18:08:51.144297+00:00,35,50,0.1,315,572,0.2,1,16,a,
2026-09-15T18:08:51.144297+00:00,36,45,0.7,503,14728,2.2,9,335,d,25
2026-09-15T18:08:51.144297+00:00,37,45,0.3,1537,1678,1.8,7,360,a,
2026-09-15T18:08:51.144297+00:00,38,40,1.6,4448,7844,0.0,0,0,a,
