as_of_utc,player_id,field,old,new
2026-08-22T20:35:58.879239+00:00,563,ep_next,0.7,0.8
2026-08-22T20:35:58.879239+00:00,563,ep_this,0.7,0.8
2026-08-22T20:35:58.879239+00:00,602,now_cost,,45
2026-08-22T20:35:58.879239+00:00,602,status,,a
2026-08-22T20:35:58.879239+00:00,602,news,,
2026-08-22T20:35:58.879239+00:00,602,ep_next,,1.0
2026-08-22T20:35:58.879239+00:00,602,ep_this,,1.0
2026-08-22T20:35:58.879239+00:00,603,now_cost,,40
2026-08-22T20:35:58.879239+00:00,603,status,,a
2026-08-22T20:35:58.879239+00:00,603,news,,
2026-08-22T20:35:58.879239+00:00,603,ep_next,,1.0
2026-08-22T20:35:58.879239+00:00,603,ep_this,,1.0
2026-08-22T20:35:58.879239+00:00,604,now_cost,,45
2026-08-22T20:35:58.879239+00:00,604,status,,a
2026-08-22T20:35:58.879239+00:00,604,news,,
2026-08-22T20:35:58.879239+00:00,604,ep_next,,1.0
2026-08-22T20:35:58.879239+00:00,604,ep_this,,1.0
2026-08-22T20:35:58.879239+00:00,601,now_cost,,45
2026-08-22T20:35:58.879239+00:00,601,status,,a
2026-08-22T20:35:58.879239+00:00,601,news,,
2026-08-22T20:35:58.879239+00:00,601,ep_next,,1.0
2026-08-22T20:35:58.879239+00:00,601,ep_this,,1.0
